CONFIG_ETUDE;Centre;N_Cyril;config;acq;Proto;fant;Type_centre;N_Patients;Utilisation;rmq_utilisation;Marque;Modele;num_camera;Modele_simple;Annee_Installation;Collimateur;modele_colli;facteur_stenope;NaI_CZT;Taille_Cristal;Dimensions FOV;Pixel;Protocole;Geometrie_Fantome;Volume;Conditionnement;Fantome;Type_fantome;Commentaire_Fantome;Distance_Source;cale;cale_new;Distance;Radionucleide;Radionucleide_simple;T_min;l;Justesse;Source_Constance;Calibre;A_necessaire;A_Prep;Heure_Prep;A_seringue_vide;Heure_seringue_vide;Heure_acq;delta_t_prep;delta_t_seringue;A_acq;A_acq_corr;TC;Nom_Protocole;Duree;Kcps;Zoom;Matrice;Energie;Fenetre_spectro;Calibrage_Patient;Calibrage_Facteur;Geometrie_Cali_F;Nom_Console;Nom_PRG;Facteur_calibrage;Contourage;Seuil;Nb_kCps_ROI;Nb_kCps_BGRD;BGRD_O_N;Indice_Thyroidien ;Nom_Fichier_DICOM;Remarques;Unnamed: 1;PatientName;PatientID;StudyDate (YYMMDD);AcquisitionDate (YYMMDD);AcquisitionTime (hhmmss);Modality;SeriesDescription;ManufacturerModelName;ProtocolName;PixelSpacing (mm);Table Height;Table Traverse;taille Matrice X;taille Matrice Y;ActualFrameDuration (s);Acquisition time (s);Counts Accumulated;Energie window name;Energie(KeV);Collimateur Type;Collimateur Name;Volume Theorique (ml);activite theorique (MBq); Seuil(% max)_5%;region_5%;Min (kCps)_F_5%;Max(kCps)_F_5%;mean(kCps)_F_5%;median(kCps)_F_5%;Coups Totaux(kCps)_F_5%;Nombre de Pixel_F_5%;CV(%)_F_5%;Rcentre de gravite(mm)_F_5%;surface(mm^2)_F_5%;sensibilite (Cps/(MBq.s))_5%; Seuil(% max)_10%;region_10%;Min (kCps)_F_10%;Max(kCps)_F_10%;mean(kCps)_F_10%;median(kCps)_F_10%;Coups Totaux(kCps)_F_10%;Nombre de Pixel_F_10%;CV(%)_F_10%;Rcentre de gravite(mm)_F_10%;surface(mm^2)_F_10%;sensibilite (Cps/(MBq.s))_10%; Seuil(% max)_15%;region_15%;Min (kCps)_F_15%;Max(kCps)_F_15%;mean(kCps)_F_15%;median(kCps)_F_15%;Coups Totaux(kCps)_F_15%;Nombre de Pixel_F_15%;CV(%)_F_15%;Rcentre de gravite(mm)_F_15%;surface(mm^2)_F_15%;sensibilite (Cps/(MBq.s))_15%; Seuil(% max)_20%;region_20%;Min (kCps)_F_20%;Max(kCps)_F_20%;mean(kCps)_F_20%;median(kCps)_F_20%;Coups Totaux(kCps)_F_20%;Nombre de Pixel_F_20%;CV(%)_F_20%;Rcentre de gravite(mm)_F_20%;surface(mm^2)_F_20%;sensibilite (Cps/(MBq.s))_20%; Seuil(% max)_25%;region_25%;Min (kCps)_F_25%;Max(kCps)_F_25%;mean(kCps)_F_25%;median(kCps)_F_25%;Coups Totaux(kCps)_F_25%;Nombre de Pixel_F_25%;CV(%)_F_25%;Rcentre de gravite(mm)_F_25%;surface(mm^2)_F_25%;sensibilite (Cps/(MBq.s))_25%; Seuil(% max)_30%;region_30%;Min (kCps)_F_30%;Max(kCps)_F_30%;mean(kCps)_F_30%;median(kCps)_F_30%;Coups Totaux(kCps)_F_30%;Nombre de Pixel_F_30%;CV(%)_F_30%;Rcentre de gravite(mm)_F_30%;surface(mm^2)_F_30%;sensibilite (Cps/(MBq.s))_30%; Seuil(% max)_35%;region_35%;Min (kCps)_F_35%;Max(kCps)_F_35%;mean(kCps)_F_35%;median(kCps)_F_35%;Coups Totaux(kCps)_F_35%;Nombre de Pixel_F_35%;CV(%)_F_35%;Rcentre de gravite(mm)_F_35%;surface(mm^2)_F_35%;sensibilite (Cps/(MBq.s))_35%; Seuil(% max)_40%;region_40%;Min (kCps)_F_40%;Max(kCps)_F_40%;mean(kCps)_F_40%;median(kCps)_F_40%;Coups Totaux(kCps)_F_40%;Nombre de Pixel_F_40%;CV(%)_F_40%;Rcentre de gravite(mm)_F_40%;surface(mm^2)_F_40%;sensibilite (Cps/(MBq.s))_40%; SAM (kCps);sensibilite SAM (Cps/(MBq.s)));CDMnorm (%);LimiteCDM2STD
29;3;56;4;2;Std;IRSN-10;CH;;;;Siemens;Symbia Intevo T2_T6_T16;4;GC13;2016;PARA;LEHR;;NaI;0.95;53.3x38.7;1.2;Standardis¶?;I10;8;Thyroide;;;;;cale GT;;8;I-123;I;793.404;0.000873637;0.06%;Ba-133;I-123;5;5.65;21/04/2021 15:43;0.01;21/04/2021 15:47;21/04/2021 18:28;165;161;4.88;4.88;;;300;;2;256x256;159;15%;;;;SymbiaNet;Taux de fixation;68.3;Auto;15;114.88;101.575;O;1.02;03_S_GC13_LI_I10;;0;ZZZ INTEVO THYROIDE I23 TOULON;21.04.21;20210421;20210421;182839;NM;13_S_GC13_LI_I10;Encore2;2.0.253152300@;[1.198800. 1.198800];0;0;256;256;300.001;182839;251818;123 Iodine;155.81;PARA;18890900;a determiner;a rentrer;5;Fantome thyroide;0.015;0.283;0.080619138;0.058589844;127.217;1578;0.816153476;220.0142702;2267.777632;86.89656827;10;Fantome thyroide;0.029;0.283;0.109686567;0.100597656;117.584;1072;0.556838662;219.984793;1540.594184;80.31667217;15;Fantome thyroide;0.043;0.283;0.122681271;0.113863281;112.008;913;0.463872425;220.2018858;1312.091875;76.50794169;20;Fantome thyroide;0.057;0.283;0.133285714;0.124917969;106.362;798;0.39769848;220.4162889;1146.822909;72.65139717;25;Fantome thyroide;0.071;0.283;0.142132768;0.135972656;100.63;708;0.349683461;220.6290479;1017.48198;68.73610968;30;Fantome thyroide;0.085;0.283;0.151403877;0.147027344;93.719;619;0.305435798;221.047301;889.5781714;64.015497;35;Fantome thyroide;0.1;0.283;0.160381041;0.153660156;86.285;538;0.267551128;221.5870833;773.1713347;58.93764507;40;Fantome thyroide;0.114;0.283;0.170842572;0.164714844;77.05;451;0.227842639;222.0356173;648.1417694;52.62960599;117.3667188;80.16825657;0.923646579;1
29;3;57;4;3;Std;IRSN-15;CH;;;;Siemens;Symbia Intevo T2_T6_T16;4;GC13;2016;PARA;LEHR;;NaI;0.95;53.3x38.7;1.2;Standardis¶?;I15;11;Thyroide;;;;;cale GT;;8;I-123;I;793.404;0.000873637;0.06%;Ba-133;I-123;5;5.7;21/04/2021 15:51;0.01;21/04/2021 15:55;21/04/2021 18:40;170;166;4.91;4.91;;;300;;2;256x256;159;15%;;;;SymbiaNet;Taux de fixation;68.3;Auto;15;118.018;101.757;O;1.01;03_S_GC13_LI_I15;;0;ZZZ INTEVO THYROIDE I23 TOULON;21.04.21;20210421;20210421;184101;NM;13_S_GC13_LI_I15;Encore2;2.0.253152300@;[1.198800. 1.198800];0;0;256;256;300.001;184101;249822;123 Iodine;155.81;PARA;18890900;a determiner;a rentrer;5;Fantome thyroide;0.011;0.219;0.054983441;0.031652344;136.139;2476;0.91849134;218.6974938;3558.312685;92.42263829;10;Fantome thyroide;0.022;0.219;0.08543078;0.079558594;121.568;1423;0.555435375;218.6979354;2045.023809;82.53061424;15;Fantome thyroide;0.033;0.219;0.0962806;0.091535156;115.633;1201;0.454027074;218.8605573;1725.982849;78.50143555;20;Fantome thyroide;0.044;0.219;0.104151086;0.098378906;110.296;1059;0.38900931;219.012733;1521.911605;74.8782297;25;Fantome thyroide;0.055;0.219;0.110751586;0.103511719;104.771;946;0.341170731;219.2987711;1359.516882;71.12739359;30;Fantome thyroide;0.066;0.219;0.117070155;0.112066406;98.456;841;0.301386154;219.6336658;1208.619131;66.84023884;35;Fantome thyroide;0.077;0.219;0.123226415;0.117199219;91.434;742;0.26760069;220.1662618;1066.344108;62.07311285;40;Fantome thyroide;0.088;0.219;0.129646417;0.122332031;83.233;642;0.237607224;220.5859942;922.6319645;56.50558218;118.2559524;80.2821169;0.855928658;1
29;3;58;4;4;Std;IRSN-20;CH;;;;Siemens;Symbia Intevo T2_T6_T16;4;GC13;2016;PARA;LEHR;;NaI;0.95;53.3x38.7;1.2;Standardis¶?;I20;19;Thyroide;;;;;cale GT;;8;I-123;I;793.404;0.000873637;0.06%;Ba-133;I-123;5;5.64;21/04/2021 16:13;0.03;21/04/2021 16:17;21/04/2021 18:53;160;156;4.88;4.88;;;300;;2;256x256;159;15%;;;;SymbiaNet;Taux de fixation;68.3;Auto;15;117.396;100.62;O;1.01;03_S_GC13_LI_I20;;0;ZZZ INTEVO THYROIDE I23 TOULON;21.04.21;20210421;20210421;185348;NM;13_S_GC13_LI_I20;Encore2;2.0.253152300@;[1.198800. 1.198800];0;0;256;256;300.001;185348;243907;123 Iodine;155.81;PARA;18890900;a determiner;a rentrer;5;Fantome thyroide;0.009;0.164;0.041098795;0.022421875;136.448;3320;0.89366566;221.2185801;4771.243181;93.20187512;10;Fantome thyroide;0.017;0.164;0.063236002;0.059578125;120.844;1911;0.544514612;221.1120986;2746.339072;82.5434407;15;Fantome thyroide;0.025;0.164;0.071735755;0.068546875;114.562;1597;0.43591166;221.3244181;2295.08294;78.2524714;20;Fantome thyroide;0.033;0.164;0.076772187;0.073671875;109.861;1431;0.378983952;221.5904786;2056.520781;75.04141653;25;Fantome thyroide;0.041;0.164;0.081880315;0.078796875;103.988;1270;0.327966954;221.99815;1825.144229;71.02981788;30;Fantome thyroide;0.05;0.164;0.0864845;0.082640625;97.641;1129;0.287744173;222.5943618;1622.510106;66.69444982;35;Fantome thyroide;0.058;0.164;0.091253293;0.086484375;90.067;987;0.251496808;223.1677838;1418.438861;61.52096979;40;Fantome thyroide;0.066;0.164;0.095280783;0.091609375;82.799;869;0.225553372;223.9463742;1248.858531;56.55650547;114.8459664;78.44643689;1.265604588;1
29;3;60;4;5;Std;IRSN-30;CH;;;;Siemens;Symbia Intevo T2_T6_T16;4;GC13;2016;PARA;LEHR;;NaI;0.95;53.3x38.7;1.2;Standardis¶?;I30;30;Thyroide;;;;;cale GT;;8;I-123;I;793.404;0.000873637;0.06%;Ba-133;I-123;5;5.86;21/04/2021 16:23;0.01;21/04/2021 16:25;21/04/2021 19:40;197;195;4.93;4.93;;;300;;2;256x256;159;15%;;;;SymbiaNet;Taux de fixation;68.3;Auto;15;123.161;102.12;O;1.01;03_S_GC13_LI_I30;;0;ZZZ INTEVO THYROIDE I23 TOULON;21.04.21;20210421;20210421;194049;NM;13_S_GC13_LI_I30;Encore2;2.0.253152300@;[1.198800. 1.198800];0;0;256;256;300.001;194049;243036;123 Iodine;155.81;PARA;18890900;a determiner;a rentrer;5;Fantome thyroide;0.007;0.14;0.029836837;0.013671875;149.035;4995;0.961833689;222.2324235;7178.421593;100.7670745;10;Fantome thyroide;0.014;0.14;0.05072517;0.047578125;127.168;2507;0.544059708;222.1650756;3602.86345;85.98213395;15;Fantome thyroide;0.021;0.14;0.057470869;0.055234375;120.344;2094;0.43837925;222.3503729;3009.332295;81.368221;20;Fantome thyroide;0.028;0.14;0.061841424;0.058515625;114.654;1854;0.37911603;222.6479511;2664.42315;77.52103977;25;Fantome thyroide;0.035;0.14;0.066106814;0.061796875;107.688;1629;0.329698294;223.2452275;2341.070826;72.81111632;30;Fantome thyroide;0.042;0.14;0.06975104;0.065078125;100.581;1442;0.293933819;223.8537651;2072.329116;68.00585851;35;Fantome thyroide;0.049;0.14;0.073867421;0.069453125;91.374;1237;0.260442954;224.6745136;1777.719221;61.78072713;40;Fantome thyroide;0.056;0.14;0.078535363;0.072734375;79.949;1018;0.229832104;225.3241061;1462.989626;54.05593881;118.9269815;80.41013189;1.401994005;1
29;3;62;4;6;Std;Seringue;CH;;;;Siemens;Symbia Intevo T2_T6_T16;4;GC13;2016;PARA;LEHR;;NaI;0.95;53.3x38.7;1.2;Standardis¶?;Ser;3;Seringue;;;;;cale GT;;8;I-123;I;793.404;0.000873637;0.06%;Ba-133;I-123;5;5.77;21/04/2021 16:41;;;21/04/2021 19:54;194;;4.87;4.87;;;300;;2;256x256;159;15%;;;;SymbiaNet;Taux de fixation;68.3;Auto;15;108.788;98.861;O;0.99;03_S_GC13_LI_Ser;;0;ZZZ INTEVO THYROIDE I23 TOULON;21.04.21;20210421;20210421;195500;NM;13_S_GC13_LI_Ser;Encore2;2.0.253152300@;[1.198800. 1.198800];0;0;256;256;300.001;195500;249965;123 Iodine;155.81;PARA;18890900;a determiner;a rentrer;5;Fantome thyroide;0.018;0.348;0.107113274;0.058453125;121.038;1130;0.919285856;217.3081802;1623.947227;82.84571974;10;Fantome thyroide;0.035;0.348;0.157610482;0.140015625;111.273;706;0.592128046;217.2125714;1014.607737;76.16196379;15;Fantome thyroide;0.053;0.348;0.179419899;0.175359375;106.396;593;0.479150213;217.214327;852.2130139;72.82385034;20;Fantome thyroide;0.07;0.348;0.195162214;0.194390625;102.265;524;0.404411821;217.2024963;753.0516346;69.99634437;25;Fantome thyroide;0.087;0.348;0.206123173;0.205265625;98.733;479;0.356885345;217.0860102;688.3811698;67.57883018;30;Fantome thyroide;0.105;0.348;0.218219907;0.224296875;94.271;432;0.307534205;217.1501574;620.8364621;64.52476781;35;Fantome thyroide;0.122;0.348;0.228063291;0.232453125;90.085;395;0.269937886;217.1431186;567.6629688;61.65961651;40;Fantome thyroide;0.14;0.348;0.23896338;0.243328125;84.832;355;0.230687472;217.1570259;510.1781112;58.06414595;107.9751367;73.9047069;-0.025578494;1
29;3;61;4;7;Std;Routine;CH;;;;Siemens;Symbia Intevo T2_T6_T16;4;GC13;2016;PARA;LEHR;;NaI;0.95;53.3x38.7;1.2;Standardis¶?;Rou;2.5;Seringue;non;Seringue;;;*;;10;I-123;I;793.404;0.000873637;0.06%;Ba-133;I-123;8;8.58;21/04/2021 18:44;0;21/04/2021 18:44;21/04/2021 20:09;85;85;7.97;7.97;;;300;;2;256x256;159;15%;;;;SymbiaNet;Taux de fixation;68.3;Auto;15;179.204;165.957;O;1.01;03_S_GC13_LI_Rou;;0;ZZZ INTEVO THYROIDE I23 TOULON;21.04.21;20210421;20210421;200910;NM;13_S_GC13_LI_Rou;Encore2;2.0.253152300@;[1.198800. 1.198800];0;0;256;256;300.001;200910;453024;123 Iodine;155.81;PARA;18890900;a determiner;a rentrer;5;Fantome thyroide;0.095;1.841;0.546522472;0.352378906;194.562;356;0.883838908;227.6431772;511.6152326;81.37237619;10;Fantome thyroide;0.193;1.841;0.71825;0.524972656;180.999;252;0.665304476;227.734081;362.1546029;75.69987314;15;Fantome thyroide;0.277;1.841;0.833738916;0.697566406;169.249;203;0.555713187;227.8837401;291.7356523;70.7856277;20;Fantome thyroide;0.37;1.841;0.922630058;0.798246094;159.615;173;0.482518815;227.9848129;248.6220091;66.75636468;25;Fantome thyroide;0.461;1.841;1.008189189;0.898925781;149.212;148;0.421730116;228.2521458;212.6939731;62.40547998;30;Fantome thyroide;0.561;1.841;1.111772358;1.057136719;136.748;123;0.352645378;228.3704558;176.7659371;57.19261572;35;Fantome thyroide;0.659;1.841;1.173;1.114667969;129.03;110;0.314560931;228.5093801;158.0833584;53.96468837;40;Fantome thyroide;0.74;1.841;1.232102041;1.157816406;120.746;98;0.281816753;228.4770624;140.8379011;50.50004078;187.9959806;78.62624588;0.325188588;1
29;3;31;4;8;Local;IRSN-3;CH;;;;Siemens;Symbia Intevo T2_T6_T16;4;GC13;2016;PARA;LEHR;;NaI;0.95;53.3x38.7;0.7;Local;I3;3;Thyroide;;;;;cale maison;cale maison;8;I-123;I;793.404;0.000873637;0.06%;Ba-133;I-123;;5.88;21/04/2021 15:31;0;21/04/2021 15:37;21/04/2021 18:22;171;165;5.06;5.06;;;300;;3.2;256x256;159;15%;non;oui;seringue;SymbiaNet;Taux de fixation;68.3;Auto;15;114.605;99.214;O;0.96;03_L_GC13_LI_I3;;0;ZZZ INTEVO THYROIDE I23 TOULON;21.04.21;20210421;20210421;182208;NM;13_L_GC13_LI_I3;Encore2;2.0.253152300@;[0.749250. 0.749250];0;0;256;256;300.001;182208;223407;123 Iodine;155.81;PARA;18890900;a determiner;a rentrer;5;Fantome thyroide;0.01;0.187;0.052439501;0.038714844;126.117;2405;0.782557524;134.0546952;1350.108228;83.08075073;10;Fantome thyroide;0.019;0.187;0.070093205;0.063550781;116.565;1663;0.537997629;134.1238536;933.5675604;76.78828159;15;Fantome thyroide;0.029;0.187;0.078955683;0.075238281;110.459;1399;0.437624635;134.2537101;785.3644119;72.7658971;20;Fantome thyroide;0.038;0.187;0.085865242;0.082542969;104.498;1217;0.369067358;134.438445;683.1940596;68.83903272;25;Fantome thyroide;0.047;0.187;0.091571429;0.089847656;98.714;1078;0.317944542;134.5833291;605.1628564;65.02876874;30;Fantome thyroide;0.057;0.187;0.097378981;0.095691406;91.731;942;0.271928819;134.7680559;528.8157799;60.42865233;35;Fantome thyroide;0.066;0.187;0.103135135;0.101535156;83.952;814;0.230757536;134.9166513;456.9597079;55.30416348;40;Fantome thyroide;0.075;0.187;0.108182461;0.105917969;76.485;707;0.197646149;135.1273963;396.8925227;50.38520754;122.4882195;80.69025772;0.742664154;1
29;3;28;4;9;Local;IRSN-10;CH;;;;Siemens;Symbia Intevo T2_T6_T16;4;GC13;2016;PARA;LEHR;;NaI;0.95;53.3x38.7;0.7;Local;I10;8;Thyroide;;;;;;;8;I-123;I;793.404;0.000873637;0.06%;Ba-133;I-123;;5.65;21/04/2021 15:43;0.01;21/04/2021 15:47;21/04/2021 18:33;171;167;4.86;4.86;;;300;;3.2;256x256;159;15%;non;oui;seringue;SymbiaNet;Taux de fixation;68.3;Auto;15;113.057;95.034;O;0.95;03_L_GC13_LI_I10;;0;ZZZ INTEVO THYROIDE I23 TOULON;21.04.21;20210421;20210421;183353;NM;13_L_GC13_LI_I10;Encore2;2.0.253152300@;[0.749250. 0.749250];0;0;256;256;300.001;183353;210769;123 Iodine;155.81;PARA;18890900;a determiner;a rentrer;5;Fantome thyroide;0.007;0.128;0.032047391;0.0235;127.132;3967;0.804690921;138.9008037;2226.976856;87.19586847;10;Fantome thyroide;0.013;0.128;0.044282209;0.0405;115.488;2608;0.540658008;138.9558627;1464.067467;79.20961251;15;Fantome thyroide;0.02;0.128;0.05045247;0.0475;108.271;2146;0.434596526;139.1923192;1204.711957;74.2596976;20;Fantome thyroide;0.026;0.128;0.054454449;0.0515;102.211;1877;0.377011686;139.5186399;1053.701931;70.10333285;25;Fantome thyroide;0.032;0.128;0.05835107;0.0555;95.404;1635;0.327699747;139.8572502;917.8490447;65.43462413;30;Fantome thyroide;0.039;0.128;0.062809628;0.0605;86.112;1371;0.281287398;140.3708507;769.6458962;59.06153152;35;Fantome thyroide;0.045;0.128;0.066961672;0.0645;76.872;1148;0.243668684;140.8842662;644.4591458;52.72410409;40;Fantome thyroide;0.052;0.128;0.071523758;0.0685;66.231;926;0.208031919;141.5588033;519.8337709;45.42577451;116.427459;79.8539581;1.838769866;1
29;3;29;4;10;Local;IRSN-15;CH;;;;Siemens;Symbia Intevo T2_T6_T16;4;GC13;2016;PARA;LEHR;;NaI;0.95;53.3x38.7;0.7;Local;I15;11;Thyroide;;;;;;;8;I-123;I;793.404;0.000873637;0.06%;Ba-133;I-123;;5.7;21/04/2021 15:51;0.01;21/04/2021 15:55;21/04/2021 18:47;176;172;4.88;4.88;;;300;;3.2;256x256;159;15%;non;oui;seringue;SymbiaNet;Taux de fixation;68.3;Auto;15;115.295;96.92;O;0.97;03_L_GC13_LI_I15;;0;ZZZ INTEVO THYROIDE I23 TOULON;21.04.21;20210421;20210421;184724;NM;13_L_GC13_LI_I15;Encore2;2.0.253152300@;[0.749250. 0.749250];0;0;256;256;300.001;184724;208268;123 Iodine;155.81;PARA;18890900;a determiner;a rentrer;5;Fantome thyroide;0.005;0.1;0.020782969;0.009765625;137.895;6635;0.931693528;137.6504473;3724.726857;94.1902598;10;Fantome thyroide;0.01;0.1;0.034191587;0.030859375;118.679;3471;0.537917366;137.6951398;1948.534577;81.06462049;15;Fantome thyroide;0.015;0.1;0.038768991;0.037109375;111.771;2883;0.434028678;137.8687706;1618.445747;76.34605699;20;Fantome thyroide;0.02;0.1;0.042094762;0.040234375;105.279;2501;0.370034211;138.1254549;1404.000282;71.91164554;25;Fantome thyroide;0.025;0.1;0.045066972;0.043359375;98.246;2180;0.320946512;138.5528437;1223.798726;67.1076998;30;Fantome thyroide;0.03;0.1;0.048190323;0.045703125;89.634;1860;0.277143191;139.040402;1044.158546;61.22520575;35;Fantome thyroide;0.035;0.1;0.051228808;0.048828125;80.378;1569;0.240713937;139.4165186;880.7982576;54.90282246;40;Fantome thyroide;0.04;0.1;0.054434375;0.051953125;69.676;1280;0.209598808;139.9498087;718.56072;47.59273753;116.3992039;79.5073879;1.611055362;1
29;3;30;4;11;Local;IRSN-20;CH;;;;Siemens;Symbia Intevo T2_T6_T16;4;GC13;2016;PARA;LEHR;;NaI;0.95;53.3x38.7;0.7;Local;I20;19;Thyroide;;;;;;;8;I-123;I;793.404;0.000873637;0.06%;Ba-133;I-123;;5.64;21/04/2021 16:13;0.03;21/04/2021 16:17;21/04/2021 18:59;166;162;4.86;4.86;;;300;;3.2;256x256;159;15%;non;oui;seringue;SymbiaNet;Taux de fixation;68.3;Auto;15;115.377;94.536;O;0.95;03_L_GC13_LI_I20;;0;ZZZ INTEVO THYROIDE I23 TOULON;21.04.21;20210421;20210421;185902;NM;13_L_GC13_LI_I20;Encore2;2.0.253152300@;[0.749250. 0.749250];0;0;256;256;300.001;185902;200725;123 Iodine;155.81;PARA;18890900;a determiner;a rentrer;5;Fantome thyroide;0.004;0.075;0.014895411;0.006738281;143.13;9609;0.941791914;140.1008474;5394.25778;98.16839705;10;Fantome thyroide;0.008;0.075;0.025680714;0.023730469;119.441;4651;0.522623745;140.1660137;2610.957741;81.92085176;15;Fantome thyroide;0.012;0.075;0.029258901;0.027832031;111.769;3820;0.414931317;140.4882374;2144.454649;76.65886656;20;Fantome thyroide;0.015;0.075;0.031176178;0.030175781;106.529;3417;0.365500102;140.7550181;1918.220297;73.0649142;25;Fantome thyroide;0.019;0.075;0.033502203;0.031933594;98.865;2951;0.313726332;141.4485814;1656.619285;67.80841595;30;Fantome thyroide;0.023;0.075;0.035882919;0.034277344;89.492;2494;0.270035019;142.1999642;1400.070653;61.37976797;35;Fantome thyroide;0.027;0.075;0.038394814;0.037207031;78.479;2044;0.231937;143.0309558;1147.45165;53.8262952;40;Fantome thyroide;0.03;0.075;0.040232719;0.037792969;69.844;1736;0.20918091;143.6458309;974.5479765;47.90381837;116.0593317;79.60147105;2.422497883;1
29;3;32;4;12;Local;IRSN-30;CH;;;;Siemens;Symbia Intevo T2_T6_T16;4;GC13;2016;PARA;LEHR;;NaI;0.95;53.3x38.7;0.7;Local;I30;30;Thyroide;;;;;;;8;I-123;I;793.404;0.000873637;0.06%;Ba-133;I-123;;5.86;21/04/2021 16:23;0.01;21/04/2021 16:25;21/04/2021 19:48;206;204;4.89;4.89;;;300;;3.2;256x256;159;15%;non;oui;seringue;SymbiaNet;Taux de fixation;68.3;Auto;15;119.812;96.591;O;0.96;03_L_GC13_LI_I30;;0;ZZZ INTEVO THYROIDE I23 TOULON;21.04.21;20210421;20210421;194900;NM;13_L_GC13_LI_I30;Encore2;2.0.253152300@;[0.749250. 0.749250];0;0;256;256;300.001;194900;200327;123 Iodine;155.81;PARA;18890900;a determiner;a rentrer;5;Fantome thyroide;0.004;0.064;0.013954251;0.00925;144.273;10339;0.818784468;141.2471369;5804.061941;98.34527545;10;Fantome thyroide;0.007;0.064;0.020934944;0.01925;123.893;5918;0.509288908;141.3324629;3322.220579;84.45302456;15;Fantome thyroide;0.01;0.064;0.023530067;0.02225;116.215;4939;0.415030111;141.6482607;2772.633903;79.21923151;20;Fantome thyroide;0.013;0.064;0.025327622;0.02425;109.39;4319;0.360195634;142.0358913;2424.581054;74.56689527;25;Fantome thyroide;0.016;0.064;0.027094728;0.02525;101.253;3737;0.315144194;142.6715169;2097.860477;69.02021983;30;Fantome thyroide;0.02;0.064;0.029621366;0.02825;87.62;2958;0.263971097;143.527089;1660.548914;59.72713561;35;Fantome thyroide;0.023;0.064;0.031732015;0.03025;75.427;2377;0.229938219;144.2752204;1334.389712;51.4156432;40;Fantome thyroide;0.026;0.064;0.033937297;0.03225;62.784;1850;0.200450318;144.8213343;1038.544791;42.79740335;118.3619104;80.68269654;2.409086634;1
29;3;34;4;13;Local;Seringue;CH;;;;Siemens;Symbia Intevo T2_T6_T16;4;GC13;2016;PARA;LEHR;;NaI;0.95;53.3x38.7;0.7;Local;Ser;3;Seringue;;;;;;;8;I-123;I;793.404;0.000873637;0.06%;Ba-133;I-123;;5.77;21/04/2021 16:41;;;21/04/2021 20:02;201;;4.84;4.84;;;300;;3.2;256x256;159;15%;non;oui;seringue;SymbiaNet;Taux de fixation;68.3;Auto;15;107.422;94.729;O;0.95;03_L_GC13_LI_Ser;;0;ZZZ INTEVO THYROIDE I23 TOULON;21.04.21;20210421;20210421;200240;NM;13_L_GC13_LI_Ser;Encore2;2.0.253152300@;[0.749250. 0.749250];0;0;256;256;300.001;200240;209199;123 Iodine;155.81;PARA;18890900;a determiner;a rentrer;5;Fantome thyroide;0.008;0.145;0.042284317;0.024355469;121.06;2863;0.902012746;136.0874939;1607.218235;83.37437773;10;Fantome thyroide;0.015;0.145;0.062864078;0.058339844;110.075;1751;0.570426844;136.0816135;982.9686099;75.80897595;15;Fantome thyroide;0.022;0.145;0.070277741;0.068535156;105.768;1505;0.472809098;136.0831949;844.8702216;72.8427324;20;Fantome thyroide;0.029;0.145;0.076285929;0.076464844;101.384;1329;0.402090207;135.9903025;746.0681226;69.82345872;25;Fantome thyroide;0.037;0.145;0.082372751;0.083261719;96.129;1167;0.336132023;136.0739881;655.1252814;66.20432477;30;Fantome thyroide;0.044;0.145;0.086662264;0.087792969;91.862;1060;0.292564256;136.0046077;595.0580963;63.26562933;35;Fantome thyroide;0.051;0.145;0.090622407;0.092324219;87.36;964;0.254798693;136.030832;541.1660423;60.16508871;40;Fantome thyroide;0.058;0.145;0.094150171;0.094589844;82.758;879;0.223565824;135.9502803;493.4491194;56.99567778;110.9811938;76.43307425;-0.096603867;1
